team,window,seasons_used,current_win_pct,current_net_rating,current_n_superstars,current_n_elite_stars,current_n_stars,current_top_player,current_2nd_player,current_W,current_L,current_win_pct_trend,current_net_rating_trend,current_n_superstars_trend,current_n_elite_stars_trend,match_rank,match_type,match_team,match_seasons,match_anchor_season,match_3yr_W,match_3yr_L,match_avg_win_pct,match_avg_net_rating,match_top_player,match_2nd_player,match_top_5_players,match_win_pct_trend,match_net_rating_trend,match_n_superstars_trend,match_next_1yr_win_pct,match_next_2yr_win_pct,match_next_avg_win_pct,match_next_1yr_playoff_round,match_next_2yr_playoff_round,similarity_score,level_similarity,trend_similarity,level_reason,trend_reason
New Orleans Pelicans,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.338,-5.0,0.0,0,1,Zion Williamson,Trey Murphy III,20,44,-0.143,-4.9,0.0,0.0,2,top_2,Portland Trail Blazers,2020-21 / 2021-22 / 2022-23,2022-23,102,134,0.408,-4.7,Damian Lillard,Jerami Grant,"Damian Lillard, Anfernee Simons, Jerami Grant, Jusuf Nurkić, Drew Eubanks",-0.09,-2.9,0.0,0.256,0.439,0.348,0,0,57.1,63.4,67.4,Similar superstar presence + net rating,Similar superstar presence trend + star depth trend
New Orleans Pelicans,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.338,-5.0,0.0,0,1,Zion Williamson,Trey Murphy III,20,44,-0.143,-4.9,0.0,0.0,3,top_3,Los Angeles Clippers,2006-07 / 2007-08 / 2008-09,2008-09,82,164,0.285,-7.4,Baron Davis,Marcus Camby,"Baron Davis, Zach Randolph, Marcus Camby, Eric Gordon, Al Thornton",-0.128,-4.4,0.0,0.354,0.39,0.372,0,0,52.3,53.5,78.3,Similar superstar presence + 2nd player quality,Similar superstar presence trend + star depth trend
New Orleans Pelicans,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.338,-5.0,0.0,0,1,Zion Williamson,Trey Murphy III,20,44,-0.143,-4.9,0.0,0.0,4,optimistic,Minnesota Timberwolves,2013-14 / 2014-15 / 2015-16,2015-16,85,161,0.326,-4.3,Karl-Anthony Towns,Ricky Rubio,"Karl-Anthony Towns, Ricky Rubio, Andrew Wiggins, Gorgui Dieng, Kevin Garnett",-0.067,-3.0,0.0,0.378,0.573,0.476,0,1,67.0,77.1,71.8,Similar superstar presence + win percentage,Similar superstar presence trend + roster depth trend
New Orleans Pelicans,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.338,-5.0,0.0,0,1,Zion Williamson,Trey Murphy III,20,44,-0.143,-4.9,0.0,0.0,5,pessimistic,Portland Trail Blazers,2020-21 / 2021-22 / 2022-23,2022-23,102,134,0.408,-4.7,Damian Lillard,Jerami Grant,"Damian Lillard, Anfernee Simons, Jerami Grant, Jusuf Nurkić, Drew Eubanks",-0.09,-2.9,0.0,0.256,0.439,0.348,0,0,57.1,63.4,67.4,Similar superstar presence + net rating,Similar superstar presence trend + star depth trend
New York Knicks,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.627,5.3,0.0,2,0,Karl-Anthony Towns,Jalen Brunson,40,23,0.013,0.6,0.0,0.5,1,top_1,Toronto Raptors,2014-15 / 2015-16 / 2016-17,2016-17,156,90,0.637,4.2,DeMar DeRozan,Kyle Lowry,"DeMar DeRozan, Kyle Lowry, Serge Ibaka, Jonas Valančiūnas, Cory Joseph",0.012,0.6,0.0,0.72,0.707,0.713,2,5,69.1,72.4,80.9,Similar superstar presence + top player quality,Similar superstar presence trend + star depth trend
New York Knicks,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.627,5.3,0.0,2,0,Karl-Anthony Towns,Jalen Brunson,40,23,0.013,0.6,0.0,0.5,2,top_2,Houston Rockets,2006-07 / 2007-08 / 2008-09,2008-09,160,86,0.652,4.5,Yao Ming,Metta World Peace,"Yao Ming, Metta World Peace, Luis Scola, Aaron Brooks, Tracy McGrady",0.006,-0.4,0.0,0.512,0.524,0.518,0,0,67.6,71.8,78.4,Similar superstar presence + win percentage,Similar superstar presence trend + top player quality trend
New York Knicks,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.627,5.3,0.0,2,0,Karl-Anthony Towns,Jalen Brunson,40,23,0.013,0.6,0.0,0.5,3,top_3,Toronto Raptors,2013-14 / 2014-15 / 2015-16,2015-16,153,93,0.643,3.8,Kyle Lowry,DeMar DeRozan,"Kyle Lowry, DeMar DeRozan, Jonas Valančiūnas, Cory Joseph, Bismack Biyombo",0.049,0.6,0.0,0.622,0.72,0.671,2,2,67.0,68.8,83.7,Similar superstar presence + top player quality,Similar superstar presence trend + elite star presence trend
New York Knicks,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.627,5.3,0.0,2,0,Karl-Anthony Towns,Jalen Brunson,40,23,0.013,0.6,0.0,0.5,4,optimistic,Toronto Raptors,2013-14 / 2014-15 / 2015-16,2015-16,153,93,0.643,3.8,Kyle Lowry,DeMar DeRozan,"Kyle Lowry, DeMar DeRozan, Jonas Valančiūnas, Cory Joseph, Bismack Biyombo",0.049,0.6,0.0,0.622,0.72,0.671,2,2,67.0,68.8,83.7,Similar superstar presence + top player quality,Similar superstar presence trend + elite star presence trend
New York Knicks,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.627,5.3,0.0,2,0,Karl-Anthony Towns,Jalen Brunson,40,23,0.013,0.6,0.0,0.5,5,pessimistic,Houston Rockets,2006-07 / 2007-08 / 2008-09,2008-09,160,86,0.652,4.5,Yao Ming,Metta World Peace,"Yao Ming, Metta World Peace, Luis Scola, Aaron Brooks, Tracy McGrady",0.006,-0.4,0.0,0.512,0.524,0.518,0,0,67.6,71.8,78.4,Similar superstar presence + win percentage,Similar superstar presence trend + top player quality trend
Oklahoma City Thunder,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.774,11.0,1.0,0,1,Shai Gilgeous-Alexander,Chet Holmgren,49,15,0.035,1.9,0.0,0.0,1,top_1,San Antonio Spurs,2002-03 / 2003-04 / 2004-05,2004-05,176,70,0.714,7.8,Tim Duncan,Tony Parker,"Tim Duncan, Tony Parker, Manu Ginobili, Nazr Mohammed, Brent Barry",-0.006,1.3,0.0,0.768,0.707,0.738,2,5,55.0,56.8,77.0,Similar superstar presence + defensive rank,Similar superstar presence trend + defensive rank trend
Oklahoma City Thunder,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.774,11.0,1.0,0,1,Shai Gilgeous-Alexander,Chet Holmgren,49,15,0.035,1.9,0.0,0.0,2,top_2,Golden State Warriors,2013-14 / 2014-15 / 2015-16,2015-16,191,55,0.828,9.5,Stephen Curry,Draymond Green,"Stephen Curry, Draymond Green, Klay Thompson, Andrew Bogut, Andre Iguodala",0.134,2.8,0.5,0.817,0.707,0.762,5,5,53.3,61.2,62.3,Similar star depth + top player quality,Similar elite star presence trend + star depth trend
Oklahoma City Thunder,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.774,11.0,1.0,0,1,Shai Gilgeous-Alexander,Chet Holmgren,49,15,0.035,1.9,0.0,0.0,3,top_3,San Antonio Spurs,1999-00 / 2000-01 / 2001-02,2001-02,169,77,0.698,7.2,Tim Duncan,David Robinson,"Tim Duncan, David Robinson, Malik Rose, Tony Parker, Steven Smith",0.03,0.2,0.0,0.732,0.695,0.713,5,2,52.1,53.6,76.4,Similar superstar presence + defensive rank,Similar superstar presence trend + win percentage trend
Oklahoma City Thunder,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.774,11.0,1.0,0,1,Shai Gilgeous-Alexander,Chet Holmgren,49,15,0.035,1.9,0.0,0.0,4,optimistic,Golden State Warriors,2013-14 / 2014-15 / 2015-16,2015-16,191,55,0.828,9.5,Stephen Curry,Draymond Green,"Stephen Curry, Draymond Green, Klay Thompson, Andrew Bogut, Andre Iguodala",0.134,2.8,0.5,0.817,0.707,0.762,5,5,53.3,61.2,62.3,Similar star depth + top player quality,Similar elite star presence trend + star depth trend
Oklahoma City Thunder,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.774,11.0,1.0,0,1,Shai Gilgeous-Alexander,Chet Holmgren,49,15,0.035,1.9,0.0,0.0,5,pessimistic,San Antonio Spurs,1999-00 / 2000-01 / 2001-02,2001-02,169,77,0.698,7.2,Tim Duncan,David Robinson,"Tim Duncan, David Robinson, Malik Rose, Tony Parker, Steven Smith",0.03,0.2,0.0,0.732,0.695,0.713,5,2,52.1,53.6,76.4,Similar superstar presence + defensive rank,Similar superstar presence trend + win percentage trend
Orlando Magic,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.534,0.4,0.0,0,2,Paolo Banchero,Franz Wagner,33,28,-0.016,-1.0,0.0,0.0,1,top_1,Milwaukee Bucks,2009-10 / 2010-11 / 2011-12,2011-12,112,118,0.471,0.3,Monta Ellis,Brandon Jennings,"Brandon Jennings, Monta Ellis, Drew Gooden, Ersan Ilyasova, Mike Dunleavy",-0.046,-0.9,0.0,0.463,0.183,0.323,1,0,63.1,64.3,84.3,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Orlando Magic,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.534,0.4,0.0,0,2,Paolo Banchero,Franz Wagner,33,28,-0.016,-1.0,0.0,0.0,2,top_2,Miami Heat,2017-18 / 2018-19 / 2019-20,2019-20,127,110,0.555,1.4,Jimmy Butler III,Bam Adebayo,"Bam Adebayo, Jimmy Butler III, Goran Dragic, Kendrick Nunn, Duncan Robinson",0.033,1.2,0.0,0.556,0.646,0.601,1,3,62.8,69.2,71.9,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Orlando Magic,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.534,0.4,0.0,0,2,Paolo Banchero,Franz Wagner,33,28,-0.016,-1.0,0.0,0.0,3,top_3,Charlotte Hornets,1997-98 / 1998-99 / 1999-00,1999-00,126,88,0.578,1.9,Eddie Jones,Derrick Coleman,"Eddie Jones, Derrick Coleman, David Wesley, Anthony Mason, Elden Campbell",-0.012,0.3,0.0,0.561,0.537,0.549,1,2,62.2,63.6,83.0,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Orlando Magic,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.534,0.4,0.0,0,2,Paolo Banchero,Franz Wagner,33,28,-0.016,-1.0,0.0,0.0,4,optimistic,Miami Heat,2017-18 / 2018-19 / 2019-20,2019-20,127,110,0.555,1.4,Jimmy Butler III,Bam Adebayo,"Bam Adebayo, Jimmy Butler III, Goran Dragic, Kendrick Nunn, Duncan Robinson",0.033,1.2,0.0,0.556,0.646,0.601,1,3,62.8,69.2,71.9,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Orlando Magic,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.534,0.4,0.0,0,2,Paolo Banchero,Franz Wagner,33,28,-0.016,-1.0,0.0,0.0,5,pessimistic,Milwaukee Bucks,2009-10 / 2010-11 / 2011-12,2011-12,112,118,0.471,0.3,Monta Ellis,Brandon Jennings,"Brandon Jennings, Monta Ellis, Drew Gooden, Ersan Ilyasova, Mike Dunleavy",-0.046,-0.9,0.0,0.463,0.183,0.323,1,0,63.1,64.3,84.3,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Philadelphia 76ers,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.475,-1.5,0.0,2,0,Joel Embiid,Tyrese Maxey,34,28,-0.012,-1.6,0.0,0.5,1,top_1,Houston Rockets,2000-01 / 2001-02 / 2002-03,2002-03,116,130,0.473,-0.4,Steve Francis,Yao Ming,"Steve Francis, Yao Ming, Cuttino Mobley, James Posey, Eddie Griffin",-0.012,-0.4,0.0,0.549,0.622,0.585,1,1,56.1,57.5,79.2,Similar superstar presence + win percentage,Similar superstar presence trend + win percentage trend
Philadelphia 76ers,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.475,-1.5,0.0,2,0,Joel Embiid,Tyrese Maxey,34,28,-0.012,-1.6,0.0,0.5,2,top_2,Philadelphia 76ers,2002-03 / 2003-04 / 2004-05,2004-05,124,122,0.497,-0.8,Allen Iverson,Chris Webber,"Allen Iverson, Chris Webber, Kyle Korver, Andre Iguodala, Marc Jackson",-0.03,-1.6,0.0,0.463,0.427,0.445,0,0,54.4,57.4,71.9,Similar superstar presence + roster potential,Similar superstar presence trend + roster depth trend
Philadelphia 76ers,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.475,-1.5,0.0,2,0,Joel Embiid,Tyrese Maxey,34,28,-0.012,-1.6,0.0,0.5,3,top_3,New Jersey Nets,1997-98 / 1998-99 / 1999-00,1999-00,90,124,0.383,-1.6,Stephon Marbury,Keith Van Horn,"Stephon Marbury, Keith Van Horn, Kendall Gill, Kerry Kittles, Scott Burrell",-0.073,-1.3,0.0,0.317,0.634,0.476,1,4,54.3,55.5,79.4,Similar superstar presence + star depth,Similar superstar presence trend + elite star presence trend
Philadelphia 76ers,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.475,-1.5,0.0,2,0,Joel Embiid,Tyrese Maxey,34,28,-0.012,-1.6,0.0,0.5,4,optimistic,Houston Rockets,2000-01 / 2001-02 / 2002-03,2002-03,116,130,0.473,-0.4,Steve Francis,Yao Ming,"Steve Francis, Yao Ming, Cuttino Mobley, James Posey, Eddie Griffin",-0.012,-0.4,0.0,0.549,0.622,0.585,1,1,56.1,57.5,79.2,Similar superstar presence + win percentage,Similar superstar presence trend + win percentage trend
Philadelphia 76ers,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.475,-1.5,0.0,2,0,Joel Embiid,Tyrese Maxey,34,28,-0.012,-1.6,0.0,0.5,5,pessimistic,Philadelphia 76ers,2002-03 / 2003-04 / 2004-05,2004-05,124,122,0.497,-0.8,Allen Iverson,Chris Webber,"Allen Iverson, Chris Webber, Kyle Korver, Andre Iguodala, Marc Jackson",-0.03,-1.6,0.0,0.463,0.427,0.445,0,0,54.4,57.4,71.9,Similar superstar presence + roster potential,Similar superstar presence trend + roster depth trend
Phoenix Suns,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.532,0.1,0.0,1,0,Devin Booker,Collin Gillespie,35,27,-0.017,-1.1,0.0,-0.5,1,top_1,San Antonio Spurs,2018-19 / 2019-20 / 2020-21,2020-21,113,112,0.475,-0.9,DeMar DeRozan,Dejounte Murray,"DeMar DeRozan, Dejounte Murray, Jakob Poeltl, Keldon Johnson, Rudy Gay",-0.064,-1.6,0.0,0.415,0.268,0.341,0,0,68.3,68.5,93.6,Similar superstar presence + top player quality,Similar superstar presence trend + elite star presence trend
Phoenix Suns,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.532,0.1,0.0,1,0,Devin Booker,Collin Gillespie,35,27,-0.017,-1.1,0.0,-0.5,2,top_2,Boston Celtics,2001-02 / 2002-03 / 2003-04,2003-04,129,117,0.492,-0.7,Paul Pierce,Ricky Davis,"Paul Pierce, Ricky Davis, Mark Blount, Jiri Welsch, Chris Mihm",-0.079,-1.9,0.0,0.549,0.402,0.476,1,0,68.3,69.3,87.5,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Phoenix Suns,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.532,0.1,0.0,1,0,Devin Booker,Collin Gillespie,35,27,-0.017,-1.1,0.0,-0.5,3,top_3,Portland Trail Blazers,2014-15 / 2015-16 / 2016-17,2016-17,136,110,0.529,0.6,Damian Lillard,CJ McCollum,"Damian Lillard, CJ McCollum, Jusuf Nurkić, Maurice Harkless, Evan Turner",-0.061,-2.4,0.0,0.598,0.646,0.622,1,3,65.9,67.2,85.4,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Phoenix Suns,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.532,0.1,0.0,1,0,Devin Booker,Collin Gillespie,35,27,-0.017,-1.1,0.0,-0.5,4,optimistic,Portland Trail Blazers,2014-15 / 2015-16 / 2016-17,2016-17,136,110,0.529,0.6,Damian Lillard,CJ McCollum,"Damian Lillard, CJ McCollum, Jusuf Nurkić, Maurice Harkless, Evan Turner",-0.061,-2.4,0.0,0.598,0.646,0.622,1,3,65.9,67.2,85.4,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Phoenix Suns,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.532,0.1,0.0,1,0,Devin Booker,Collin Gillespie,35,27,-0.017,-1.1,0.0,-0.5,5,pessimistic,San Antonio Spurs,2018-19 / 2019-20 / 2020-21,2020-21,113,112,0.475,-0.9,DeMar DeRozan,Dejounte Murray,"DeMar DeRozan, Dejounte Murray, Jakob Poeltl, Keldon Johnson, Rudy Gay",-0.064,-1.6,0.0,0.415,0.268,0.341,0,0,68.3,68.5,93.6,Similar superstar presence + top player quality,Similar superstar presence trend + elite star presence trend
Portland Trail Blazers,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.432,-3.8,0.0,0,0,Deni Avdija,Jrue Holiday,30,33,0.11,3.0,0.0,0.0,1,top_1,Sacramento Kings,2017-18 / 2018-19 / 2019-20,2019-20,97,139,0.429,-2.5,De'Aaron Fox,Buddy Hield,"De'Aaron Fox, Buddy Hield, Nemanja Bjelica, Harrison Barnes, Bogdan Bogdanović",0.051,2.7,0.0,0.431,0.366,0.398,0,0,77.5,79.6,87.8,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Portland Trail Blazers,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.432,-3.8,0.0,0,0,Deni Avdija,Jrue Holiday,30,33,0.11,3.0,0.0,0.0,2,top_2,Milwaukee Bucks,2013-14 / 2014-15 / 2015-16,2015-16,89,157,0.399,-3.5,Greg Monroe,Giannis Antetokounmpo,"Greg Monroe, Giannis Antetokounmpo, Khris Middleton, Michael Carter-Williams, Jabari Parker",0.11,1.9,0.0,0.512,0.537,0.524,1,1,73.5,74.0,93.0,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Portland Trail Blazers,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.432,-3.8,0.0,0,0,Deni Avdija,Jrue Holiday,30,33,0.11,3.0,0.0,0.0,3,top_3,Memphis Grizzlies,2007-08 / 2008-09 / 2009-10,2009-10,86,160,0.396,-3.6,Zach Randolph,Rudy Gay,"Zach Randolph, Rudy Gay, O.J. Mayo, Marc Gasol, Mike Conley",0.11,2.4,0.0,0.561,0.621,0.591,2,2,71.1,71.7,91.8,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Portland Trail Blazers,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.432,-3.8,0.0,0,0,Deni Avdija,Jrue Holiday,30,33,0.11,3.0,0.0,0.0,4,optimistic,Memphis Grizzlies,2007-08 / 2008-09 / 2009-10,2009-10,86,160,0.396,-3.6,Zach Randolph,Rudy Gay,"Zach Randolph, Rudy Gay, O.J. Mayo, Marc Gasol, Mike Conley",0.11,2.4,0.0,0.561,0.621,0.591,2,2,71.1,71.7,91.8,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Portland Trail Blazers,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.432,-3.8,0.0,0,0,Deni Avdija,Jrue Holiday,30,33,0.11,3.0,0.0,0.0,5,pessimistic,Sacramento Kings,2017-18 / 2018-19 / 2019-20,2019-20,97,139,0.429,-2.5,De'Aaron Fox,Buddy Hield,"De'Aaron Fox, Buddy Hield, Nemanja Bjelica, Harrison Barnes, Bogdan Bogdanović",0.051,2.7,0.0,0.431,0.366,0.398,0,0,77.5,79.6,87.8,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Sacramento Kings,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.351,-5.4,0.0,0,0,DeMar DeRozan,Russell Westbrook,14,50,-0.171,-6.2,0.0,-1.0,1,top_1,Los Angeles Clippers,2005-06 / 2006-07 / 2007-08,2007-08,110,136,0.387,-4.0,Corey Maggette,Chris Kaman,"Corey Maggette, Chris Kaman, Al Thornton, Cuttino Mobley, Tim Thomas",-0.146,-4.5,0.0,0.232,0.354,0.293,0,0,61.7,66.0,74.4,Similar superstar presence + top player quality,Similar superstar presence trend + 2nd player quality trend
Sacramento Kings,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.351,-5.4,0.0,0,0,DeMar DeRozan,Russell Westbrook,14,50,-0.171,-6.2,0.0,-1.0,2,top_2,Utah Jazz,2011-12 / 2012-13 / 2013-14,2013-14,104,126,0.407,-4.2,Gordon Hayward,Derrick Favors,"Gordon Hayward, Derrick Favors, Alec Burks, Trey Burke, Enes Freedom",-0.12,-4.0,0.0,0.463,0.488,0.475,0,0,59.8,66.7,68.9,Similar superstar presence + defensive rank,Similar superstar presence trend + 2nd player quality trend
Sacramento Kings,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.351,-5.4,0.0,0,0,DeMar DeRozan,Russell Westbrook,14,50,-0.171,-6.2,0.0,-1.0,3,top_3,Washington Wizards,2006-07 / 2007-08 / 2008-09,2008-09,103,143,0.36,-4.6,Antawn Jamison,Caron Butler,"Antawn Jamison, Caron Butler, Andray Blatche, Nick Young, JaVale McGee",-0.134,-3.8,0.0,0.317,0.28,0.299,0,0,58.0,64.8,67.5,Similar superstar presence + star depth,Similar superstar presence trend + star depth trend
Sacramento Kings,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.351,-5.4,0.0,0,0,DeMar DeRozan,Russell Westbrook,14,50,-0.171,-6.2,0.0,-1.0,4,optimistic,Utah Jazz,2011-12 / 2012-13 / 2013-14,2013-14,104,126,0.407,-4.2,Gordon Hayward,Derrick Favors,"Gordon Hayward, Derrick Favors, Alec Burks, Trey Burke, Enes Freedom",-0.12,-4.0,0.0,0.463,0.488,0.475,0,0,59.8,66.7,68.9,Similar superstar presence + defensive rank,Similar superstar presence trend + 2nd player quality trend
Sacramento Kings,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.351,-5.4,0.0,0,0,DeMar DeRozan,Russell Westbrook,14,50,-0.171,-6.2,0.0,-1.0,5,pessimistic,Los Angeles Clippers,2005-06 / 2006-07 / 2007-08,2007-08,110,136,0.387,-4.0,Corey Maggette,Chris Kaman,"Corey Maggette, Chris Kaman, Al Thornton, Cuttino Mobley, Tim Thomas",-0.146,-4.5,0.0,0.232,0.354,0.293,0,0,61.7,66.0,74.4,Similar superstar presence + top player quality,Similar superstar presence trend + 2nd player quality trend
San Antonio Spurs,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.564,2.0,0.55,0,0,Victor Wembanyama,De'Aaron Fox,45,17,0.229,6.7,0.5,0.0,1,top_1,Miami Heat,2007-08 / 2008-09 / 2009-10,2009-10,105,141,0.5,0.0,Dwyane Wade,Michael Beasley,"Dwyane Wade, Michael Beasley, Jermaine O'Neal, Udonis Haslem, Quentin Richardson",0.195,5.9,0.5,0.707,0.697,0.702,4,5,48.3,49.4,76.3,Similar superstar presence + 2nd player quality,Similar superstar presence trend + elite star presence trend
San Antonio Spurs,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.564,2.0,0.55,0,0,Victor Wembanyama,De'Aaron Fox,45,17,0.229,6.7,0.5,0.0,2,top_2,Chicago Bulls,2008-09 / 2009-10 / 2010-11,2010-11,144,102,0.641,3.8,Derrick Rose,Carlos Boozer,"Derrick Rose, Luol Deng, Carlos Boozer, Joakim Noah, Taj Gibson",0.128,4.0,0.5,0.758,0.549,0.653,1,2,46.7,52.1,59.7,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
San Antonio Spurs,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.564,2.0,0.55,0,0,Victor Wembanyama,De'Aaron Fox,45,17,0.229,6.7,0.5,0.0,3,top_3,Portland Trail Blazers,2006-07 / 2007-08 / 2008-09,2008-09,127,119,0.571,2.3,Brandon Roy,LaMarcus Aldridge,"Brandon Roy, LaMarcus Aldridge, Travis Outlaw, Steve Blake, Rudy Fernandez",0.134,5.4,0.0,0.61,0.585,0.597,1,1,45.6,50.0,60.4,Similar win percentage + 2nd player quality,Similar offensive rank trend + defensive rank trend
San Antonio Spurs,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.564,2.0,0.55,0,0,Victor Wembanyama,De'Aaron Fox,45,17,0.229,6.7,0.5,0.0,4,optimistic,Miami Heat,2007-08 / 2008-09 / 2009-10,2009-10,105,141,0.5,0.0,Dwyane Wade,Michael Beasley,"Dwyane Wade, Michael Beasley, Jermaine O'Neal, Udonis Haslem, Quentin Richardson",0.195,5.9,0.5,0.707,0.697,0.702,4,5,48.3,49.4,76.3,Similar superstar presence + 2nd player quality,Similar superstar presence trend + elite star presence trend
San Antonio Spurs,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.564,2.0,0.55,0,0,Victor Wembanyama,De'Aaron Fox,45,17,0.229,6.7,0.5,0.0,5,pessimistic,Portland Trail Blazers,2006-07 / 2007-08 / 2008-09,2008-09,127,119,0.571,2.3,Brandon Roy,LaMarcus Aldridge,"Brandon Roy, LaMarcus Aldridge, Travis Outlaw, Steve Blake, Rudy Fernandez",0.134,5.4,0.0,0.61,0.585,0.597,1,1,45.6,50.0,60.4,Similar win percentage + 2nd player quality,Similar offensive rank trend + defensive rank trend
Toronto Raptors,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.466,-1.2,0.0,0,1,Scottie Barnes,Brandon Ingram,35,27,0.13,4.0,0.0,0.0,1,top_1,Memphis Grizzlies,2001-02 / 2002-03 / 2003-04,2003-04,101,145,0.48,-0.8,Pau Gasol,Jason Williams,"Pau Gasol, James Posey, Jason Williams, Stromile Swift, Earl Watson",0.165,5.3,0.0,0.549,0.598,0.573,1,1,75.0,79.0,83.3,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Toronto Raptors,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.466,-1.2,0.0,0,1,Scottie Barnes,Brandon Ingram,35,27,0.13,4.0,0.0,0.0,2,top_2,Chicago Bulls,2002-03 / 2003-04 / 2004-05,2004-05,100,146,0.454,-1.9,Kirk Hinrich,Ben Gordon,"Kirk Hinrich, Ben Gordon, Tyson Chandler, Eddy Curry, Luol Deng",0.104,3.2,0.0,0.5,0.598,0.549,0,2,70.7,71.8,88.0,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
