team,window,seasons_used,current_win_pct,current_net_rating,current_n_superstars,current_n_stars,current_top_player,current_2nd_player,current_W,current_L,current_win_pct_trend,current_net_rating_trend,current_n_superstars_trend,match_rank,match_type,match_team,match_seasons,match_anchor_season,match_3yr_W,match_3yr_L,match_avg_win_pct,match_avg_net_rating,match_top_player,match_2nd_player,match_top_5_players,match_win_pct_trend,match_net_rating_trend,match_n_superstars_trend,match_next_1yr_win_pct,match_next_2yr_win_pct,match_next_avg_win_pct,match_next_1yr_playoff_round,match_next_2yr_playoff_round,similarity_score,level_similarity,trend_similarity,level_reason,trend_reason
New Orleans Pelicans,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.44,-1.7,0.0,0,Dejounte Murray,CJ McCollum,21,61,-0.128,-5.7,0.0,5,pessimistic,Atlanta Hawks,2015-16 / 2016-17 / 2017-18,2017-18,115,131,0.447,-1.6,Dennis Schröder,John Collins,"Dennis Schröder, Taurean Prince, John Collins, Kent Bazemore, Dewayne Dedmon",-0.146,-4.8,0.0,0.354,0.299,0.326,0.0,0.0,100.0,49.1,61.6,Similar superstar presence + net rating,Similar superstar presence trend + offensive rank trend
New York Knicks,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.605,4.0,0.0,2,Jalen Brunson,Karl-Anthony Towns,51,31,0.024,0.6,0.0,1,top_1,Toronto Raptors,2014-15 / 2015-16 / 2016-17,2016-17,156,90,0.637,4.0,DeMar DeRozan,Kyle Lowry,"DeMar DeRozan, Kyle Lowry, Jonas Valančiūnas, Serge Ibaka, Cory Joseph",0.012,0.6,0.0,0.72,0.707,0.713,1.0,5.0,100.0,61.8,60.3,Similar superstar presence + star players lost,Similar superstar presence trend + net rating trend
New York Knicks,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.605,4.0,0.0,2,Jalen Brunson,Karl-Anthony Towns,51,31,0.024,0.6,0.0,2,top_2,Portland Trail Blazers,1995-96 / 1996-97 / 1997-98,1997-98,95,69,0.559,2.1,Arvydas Sabonis,Damon Stoudamire,"Arvydas Sabonis, Damon Stoudamire, Isaiah Rider, Rasheed Wallace, Brian Grant",0.031,0.8,0.0,0.7,0.72,0.71,3.0,3.0,80.1,44.5,63.0,Similar superstar presence + star players gained,Similar superstar presence trend + win percentage trend
New York Knicks,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.605,4.0,0.0,2,Jalen Brunson,Karl-Anthony Towns,51,31,0.024,0.6,0.0,3,top_3,Toronto Raptors,2015-16 / 2016-17 / 2017-18,2017-18,166,80,0.676,5.7,DeMar DeRozan,Kyle Lowry,"DeMar DeRozan, Kyle Lowry, Jonas Valančiūnas, Serge Ibaka, Fred VanVleet",0.018,1.6,0.0,0.707,0.736,0.722,5.0,2.0,80.1,55.5,47.2,Similar superstar presence + roster potential,Similar superstar presence trend + defensive rank trend
New York Knicks,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.605,4.0,0.0,2,Jalen Brunson,Karl-Anthony Towns,51,31,0.024,0.6,0.0,4,optimistic,Toronto Raptors,2015-16 / 2016-17 / 2017-18,2017-18,166,80,0.676,5.7,DeMar DeRozan,Kyle Lowry,"DeMar DeRozan, Kyle Lowry, Jonas Valančiūnas, Serge Ibaka, Fred VanVleet",0.018,1.6,0.0,0.707,0.736,0.722,5.0,2.0,80.1,55.5,47.2,Similar superstar presence + roster potential,Similar superstar presence trend + defensive rank trend
New York Knicks,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.605,4.0,0.0,2,Jalen Brunson,Karl-Anthony Towns,51,31,0.024,0.6,0.0,5,pessimistic,Portland Trail Blazers,2000-01 / 2001-02 / 2002-03,2002-03,149,97,0.605,3.3,Rasheed Wallace,Bonzi Wells,"Rasheed Wallace, Bonzi Wells, Arvydas Sabonis, Derek Anderson, Zach Randolph",0.0,-0.8,0.0,0.5,0.329,0.415,0.0,0.0,75.7,47.0,49.7,Similar superstar presence + win percentage,Similar superstar presence trend + roster depth trend
Oklahoma City Thunder,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.697,7.9,0.75,1,Shai Gilgeous-Alexander,Jalen Williams,68,14,0.171,5.8,0.5,1,top_1,Milwaukee Bucks,2017-18 / 2018-19 / 2019-20,2019-20,160,77,0.697,6.7,Giannis Antetokounmpo,Khris Middleton,"Giannis Antetokounmpo, Khris Middleton, Eric Bledsoe, Brook Lopez, Donte DiVincenzo",0.115,4.8,0.5,0.639,0.622,0.63,5.0,2.0,100.0,46.6,41.8,Similar superstar presence + win percentage,Similar superstar presence trend + roster depth trend
Oklahoma City Thunder,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.697,7.9,0.75,1,Shai Gilgeous-Alexander,Jalen Williams,68,14,0.171,5.8,0.5,2,top_2,Cleveland Cavaliers,2013-14 / 2014-15 / 2015-16,2015-16,143,103,0.605,3.3,LeBron James,Kevin Love,"LeBron James, Kevin Love, Kyrie Irving, Tristan Thompson, Matthew Dellavedova",0.146,5.0,0.5,0.622,0.61,0.616,4.0,4.0,96.0,37.0,53.0,Similar superstar presence + star players gained,Similar superstar presence trend + defensive rank trend
Oklahoma City Thunder,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.697,7.9,0.75,1,Shai Gilgeous-Alexander,Jalen Williams,68,14,0.171,5.8,0.5,3,top_3,Houston Rockets,2015-16 / 2016-17 / 2017-18,2017-18,161,85,0.677,5.4,James Harden,Chris Paul,"James Harden, Chris Paul, Clint Capela, Eric Gordon, Trevor Ariza",0.146,4.2,0.5,0.646,0.611,0.629,2.0,2.0,87.6,38.5,39.8,Similar superstar presence + 2nd player quality,Similar superstar presence trend + roster potential trend
Oklahoma City Thunder,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.697,7.9,0.75,1,Shai Gilgeous-Alexander,Jalen Williams,68,14,0.171,5.8,0.5,4,optimistic,Golden State Warriors,2013-14 / 2014-15 / 2015-16,2015-16,191,55,0.798,8.9,Stephen Curry,Draymond Green,"Stephen Curry, Draymond Green, Klay Thompson, Andrew Bogut, Marreese Speights",0.134,2.8,0.5,0.817,0.707,0.762,5.0,5.0,76.3,32.2,37.8,Similar superstar presence + star players lost,Similar superstar presence trend + offensive rank trend
Oklahoma City Thunder,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.697,7.9,0.75,1,Shai Gilgeous-Alexander,Jalen Williams,68,14,0.171,5.8,0.5,5,pessimistic,Orlando Magic,2007-08 / 2008-09 / 2009-10,2009-10,170,76,0.698,7.0,Dwight Howard,Vince Carter,"Dwight Howard, Vince Carter, Jameer Nelson, Rashard Lewis, Matt Barnes",0.043,1.2,0.5,0.634,0.561,0.597,1.0,0.0,67.7,41.7,26.2,Similar superstar presence + win percentage,Similar superstar presence trend + 2nd player quality trend
Orlando Magic,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.504,0.1,0.0,0,Paolo Banchero,Franz Wagner,41,41,0.043,1.0,0.0,1,top_1,Milwaukee Bucks,2008-09 / 2009-10 / 2010-11,2010-11,115,131,0.471,0.1,Andrew Bogut,Brandon Jennings,"Andrew Bogut, Brandon Jennings, John Salmons, Corey Maggette, Ersan Ilyasova",0.006,0.2,0.0,0.47,0.463,0.467,0.0,1.0,100.0,46.2,55.7,Similar superstar presence + star players lost,Similar superstar presence trend + roster depth trend
Orlando Magic,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.504,0.1,0.0,0,Paolo Banchero,Franz Wagner,41,41,0.043,1.0,0.0,2,top_2,Orlando Magic,1996-97 / 1997-98 / 1998-99,1998-99,119,95,0.576,0.5,Anfernee Hardaway,Darrell Armstrong,"Darrell Armstrong, Anfernee Hardaway, Nick Anderson, Horace Grant, Ike Austin",0.056,1.6,0.0,0.5,0.524,0.512,0.0,0.0,99.1,49.7,49.7,Similar superstar presence + net rating,Similar superstar presence trend + offensive rank trend
Orlando Magic,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.504,0.1,0.0,0,Paolo Banchero,Franz Wagner,41,41,0.043,1.0,0.0,3,top_3,Orlando Magic,1997-98 / 1998-99 / 1999-00,1999-00,115,99,0.556,0.9,Darrell Armstrong,Ron Mercer,"Darrell Armstrong, Bo Outlaw, Ben Wallace, Chucky Atkins, Ron Mercer",0.0,1.0,0.0,0.524,0.537,0.53,0.0,0.0,93.1,50.0,44.8,Similar superstar presence + roster depth,Similar superstar presence trend + net rating trend
Orlando Magic,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.504,0.1,0.0,0,Paolo Banchero,Franz Wagner,41,41,0.043,1.0,0.0,4,optimistic,New York Knicks,2019-20 / 2020-21 / 2021-22,2021-22,99,121,0.459,-0.9,Julius Randle,RJ Barrett,"Julius Randle, RJ Barrett, Alec Burks, Mitchell Robinson, Immanuel Quickley",0.067,3.0,0.0,0.573,0.61,0.591,2.0,2.0,87.6,45.4,44.0,Similar superstar presence + star players gained,Similar superstar presence trend + win percentage trend
Orlando Magic,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.504,0.1,0.0,0,Paolo Banchero,Franz Wagner,41,41,0.043,1.0,0.0,5,pessimistic,Charlotte Bobcats,2007-08 / 2008-09 / 2009-10,2009-10,111,135,0.462,-0.8,Gerald Wallace,Stephen Jackson,"Gerald Wallace, Stephen Jackson, Raymond Felton, Boris Diaw, Tyrus Thomas",0.073,3.2,0.0,0.415,0.106,0.261,0.0,0.0,86.5,42.7,45.9,Similar superstar presence + offensive rank,Similar superstar presence trend + offensive rank trend
Philadelphia 76ers,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.482,-0.3,0.25,0,Tyrese Maxey,Paul George,24,58,-0.183,-5.3,-0.5,1,top_1,Oklahoma City Thunder,2018-19 / 2019-20 / 2020-21,2020-21,115,111,0.486,-2.7,Kemba Walker,Shai Gilgeous-Alexander,"Shai Gilgeous-Alexander, Kemba Walker, Darius Bazley, Isaiah Roby, Kenrich Williams",-0.146,-7.0,-0.5,0.293,0.488,0.39,0.0,0.0,100.0,41.8,47.9,Similar superstar presence + win percentage,Similar superstar presence trend + 2nd player quality trend
Philadelphia 76ers,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.482,-0.3,0.25,0,Tyrese Maxey,Paul George,24,58,-0.183,-5.3,-0.5,2,top_2,Cleveland Cavaliers,2009-10 / 2010-11 / 2011-12,2011-12,101,129,0.394,-4.7,Kyrie Irving,Antawn Jamison,"Antawn Jamison, Kyrie Irving, Alonzo Gee, Anderson Varejao, Tristan Thompson",-0.213,-7.2,-0.5,0.293,0.402,0.348,0.0,0.0,87.7,35.6,46.3,Similar superstar presence + roster depth,Similar superstar presence trend + offensive rank trend
Philadelphia 76ers,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.482,-0.3,0.25,0,Tyrese Maxey,Paul George,24,58,-0.183,-5.3,-0.5,3,top_3,Los Angeles Lakers,2012-13 / 2013-14 / 2014-15,2014-15,93,153,0.355,-4.7,Kobe Bryant,Carlos Boozer,"Kobe Bryant, Ed Davis, Jordan Hill, Carlos Boozer, Jeremy Lin",-0.146,-4.1,-0.5,0.207,0.317,0.262,0.0,0.0,79.7,30.9,48.8,Similar superstar presence + 2nd player quality,Similar superstar presence trend + 2nd player quality trend
Philadelphia 76ers,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.482,-0.3,0.25,0,Tyrese Maxey,Paul George,24,58,-0.183,-5.3,-0.5,4,optimistic,Golden State Warriors,2018-19 / 2019-20 / 2020-21,2020-21,111,108,0.471,-0.9,Stephen Curry,Andrew Wiggins,"Stephen Curry, Andrew Wiggins, Draymond Green, Kelly Oubre Jr., Jordan Poole",-0.077,-2.7,-0.5,0.646,0.537,0.591,5.0,2.0,63.0,40.7,24.6,Similar superstar presence + win percentage,Similar superstar presence trend + offensive rank trend
Philadelphia 76ers,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.482,-0.3,0.25,0,Tyrese Maxey,Paul George,24,58,-0.183,-5.3,-0.5,5,pessimistic,Chicago Bulls,1997-98 / 1998-99 / 1999-00,1999-00,92,122,0.363,-5.7,Elton Brand,John Starks,"Elton Brand, Metta World Peace, Chris Anstey, John Starks, Chris Carr",-0.274,-8.9,-0.5,0.183,0.256,0.22,0.0,0.0,65.0,27.8,33.8,Similar superstar presence + star players gained,Similar superstar presence trend + top player quality trend
Phoenix Suns,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.522,0.4,0.0,2,Devin Booker,Kevin Durant,36,46,-0.055,-2.6,0.0,1,top_1,San Antonio Spurs,2017-18 / 2018-19 / 2019-20,2019-20,127,108,0.528,0.9,DeMar DeRozan,LaMarcus Aldridge,"DeMar DeRozan, LaMarcus Aldridge, Dejounte Murray, Derrick White, Rudy Gay",-0.061,-1.9,0.0,0.458,0.415,0.436,1.0,0.0,100.0,68.2,48.3,Similar superstar presence + roster depth,Similar superstar presence trend + defensive rank trend
Phoenix Suns,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.522,0.4,0.0,2,Devin Booker,Kevin Durant,36,46,-0.055,-2.6,0.0,2,top_2,Utah Jazz,2009-10 / 2010-11 / 2011-12,2011-12,128,102,0.546,1.0,Al Jefferson,Paul Millsap,"Al Jefferson, Paul Millsap, Derrick Favors, Gordon Hayward, Devin Harris",-0.05,-2.6,0.0,0.524,0.305,0.415,0.0,0.0,96.2,47.7,62.4,Similar superstar presence + star players lost,Similar superstar presence trend + net rating trend
Phoenix Suns,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.522,0.4,0.0,2,Devin Booker,Kevin Durant,36,46,-0.055,-2.6,0.0,3,top_3,Portland Trail Blazers,2010-11 / 2011-12 / 2012-13,2012-13,109,121,0.456,-1.3,LaMarcus Aldridge,Damian Lillard,"LaMarcus Aldridge, Damian Lillard, JJ Hickson, Nicolas Batum, Wesley Matthews",-0.091,-2.5,0.0,0.659,0.622,0.64,2.0,1.0,90.1,45.7,57.3,Similar superstar presence + roster potential,Similar superstar presence trend + roster depth trend
Phoenix Suns,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.522,0.4,0.0,2,Devin Booker,Kevin Durant,36,46,-0.055,-2.6,0.0,4,optimistic,Phoenix Suns,2001-02 / 2002-03 / 2003-04,2003-04,109,137,0.439,-1.2,Shawn Marion,Amar'e Stoudemire,"Shawn Marion, Joe Johnson, Amar'e Stoudemire, Howard Eisley, Leandro Barbosa",-0.043,-1.5,0.0,0.756,0.659,0.707,3.0,3.0,84.7,43.5,53.8,Similar superstar presence + star players gained,Similar superstar presence trend + offensive rank trend
Phoenix Suns,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.522,0.4,0.0,2,Devin Booker,Kevin Durant,36,46,-0.055,-2.6,0.0,5,pessimistic,Portland Trail Blazers,2001-02 / 2002-03 / 2003-04,2003-04,140,106,0.563,1.2,Shareef Abdur-Rahim,Zach Randolph,"Zach Randolph, Shareef Abdur-Rahim, Theo Ratliff, Damon Stoudamire, Darius Miles",-0.049,-2.4,0.0,0.329,0.256,0.293,0.0,0.0,84.9,43.1,55.0,Similar superstar presence + defensive rank,Similar superstar presence trend + win percentage trend
Portland Trail Blazers,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.366,-5.2,0.0,0,Deni Avdija,Anfernee Simons,36,46,0.018,0.6,0.0,1,top_1,Chicago Bulls,2001-02 / 2002-03 / 2003-04,2003-04,74,172,0.304,-6.7,Jamal Crawford,Kirk Hinrich,"Jamal Crawford, Kirk Hinrich, Eddy Curry, Antonio Davis, Jerome Williams",0.012,1.3,0.0,0.573,0.5,0.537,1.0,0.0,100.0,52.7,56.7,Similar superstar presence + star players lost,Similar superstar presence trend + win percentage trend
Portland Trail Blazers,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.366,-5.2,0.0,0,Deni Avdija,Anfernee Simons,36,46,0.018,0.6,0.0,2,top_2,Brooklyn Nets,2015-16 / 2016-17 / 2017-18,2017-18,69,177,0.286,-5.6,Rondae Hollis-Jefferson,DeMarre Carroll,"Spencer Dinwiddie, Rondae Hollis-Jefferson, DeMarre Carroll, D'Angelo Russell, Caris LeVert",0.043,1.9,0.0,0.512,0.486,0.499,1.0,1.0,98.8,53.1,55.0,Similar superstar presence + star players lost,Similar superstar presence trend + roster depth trend
Portland Trail Blazers,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.366,-5.2,0.0,0,Deni Avdija,Anfernee Simons,36,46,0.018,0.6,0.0,3,top_3,Washington Wizards,2008-09 / 2009-10 / 2010-11,2010-11,68,178,0.281,-7.0,John Wall,Andray Blatche,"John Wall, Andray Blatche, JaVale McGee, Nick Young, Rashard Lewis",0.024,0.1,0.0,0.303,0.354,0.328,0.0,0.0,96.3,45.8,69.4,Similar superstar presence + star players gained,Similar superstar presence trend + top player quality trend
Portland Trail Blazers,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.366,-5.2,0.0,0,Deni Avdija,Anfernee Simons,36,46,0.018,0.6,0.0,4,optimistic,Memphis Grizzlies,2006-07 / 2007-08 / 2008-09,2008-09,68,178,0.278,-5.9,Rudy Gay,O.J. Mayo,"Rudy Gay, O.J. Mayo, Marc Gasol, Mike Conley, Hakim Warrick",0.012,-0.4,0.0,0.488,0.561,0.524,0.0,2.0,92.9,48.5,54.9,Similar superstar presence + star players gained,Similar superstar presence trend + roster depth trend
Portland Trail Blazers,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.366,-5.2,0.0,0,Deni Avdija,Anfernee Simons,36,46,0.018,0.6,0.0,5,pessimistic,Golden State Warriors,1996-97 / 1997-98 / 1998-99,1998-99,70,144,0.341,-5.8,John Starks,Donyell Marshall,"John Starks, Donyell Marshall, Terry Cummings, Antawn Jamison, Erick Dampier",0.027,1.1,0.0,0.232,0.207,0.22,0.0,0.0,83.6,42.0,55.0,Similar superstar presence + star players lost,Similar superstar presence trend + win percentage trend
Sacramento Kings,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.538,1.5,0.0,2,Domantas Sabonis,DeMar DeRozan,40,42,-0.049,-1.0,0.0,1,top_1,Milwaukee Bucks,2000-01 / 2001-02 / 2002-03,2002-03,135,111,0.538,1.1,Gary Payton,Sam Cassell,"Gary Payton, Sam Cassell, Michael Redd, Desmond Mason, Toni Kukoc",-0.061,-2.0,0.0,0.5,0.366,0.433,1.0,0.0,100.0,48.7,53.7,Similar superstar presence + star players gained,Similar superstar presence trend + win percentage trend
Sacramento Kings,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.538,1.5,0.0,2,Domantas Sabonis,DeMar DeRozan,40,42,-0.049,-1.0,0.0,2,top_2,Milwaukee Bucks,1999-00 / 2000-01 / 2001-02,2001-02,135,111,0.55,1.4,Sam Cassell,Ray Allen,"Sam Cassell, Ray Allen, Glenn Robinson, Anthony Mason, Michael Redd",-0.006,-0.3,0.0,0.512,0.5,0.506,2.0,1.0,99.9,47.6,55.4,Similar superstar presence + net rating,Similar superstar presence trend + offensive rank trend
Sacramento Kings,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.538,1.5,0.0,2,Domantas Sabonis,DeMar DeRozan,40,42,-0.049,-1.0,0.0,3,top_3,Portland Trail Blazers,2018-19 / 2019-20 / 2020-21,2020-21,130,98,0.56,1.4,Damian Lillard,Enes Freedom,"Damian Lillard, Enes Freedom, CJ McCollum, Jusuf Nurkić, Norman Powell",-0.032,-1.2,0.0,0.329,0.402,0.366,0.0,0.0,99.9,48.4,54.0,Similar superstar presence + top player quality,Similar superstar presence trend + top player quality trend
Sacramento Kings,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.538,1.5,0.0,2,Domantas Sabonis,DeMar DeRozan,40,42,-0.049,-1.0,0.0,4,optimistic,Milwaukee Bucks,1999-00 / 2000-01 / 2001-02,2001-02,135,111,0.55,1.4,Sam Cassell,Ray Allen,"Sam Cassell, Ray Allen, Glenn Robinson, Anthony Mason, Michael Redd",-0.006,-0.3,0.0,0.512,0.5,0.506,2.0,1.0,99.9,47.6,55.4,Similar superstar presence + net rating,Similar superstar presence trend + offensive rank trend
Sacramento Kings,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.538,1.5,0.0,2,Domantas Sabonis,DeMar DeRozan,40,42,-0.049,-1.0,0.0,5,pessimistic,Portland Trail Blazers,2018-19 / 2019-20 / 2020-21,2020-21,130,98,0.56,1.4,Damian Lillard,Enes Freedom,"Damian Lillard, Enes Freedom, CJ McCollum, Jusuf Nurkić, Norman Powell",-0.032,-1.2,0.0,0.329,0.402,0.366,0.0,0.0,99.9,48.4,54.0,Similar superstar presence + top player quality,Similar superstar presence trend + top player quality trend
San Antonio Spurs,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.327,-5.8,0.0,2,Victor Wembanyama,De'Aaron Fox,34,48,0.073,3.6,0.0,1,top_1,Washington Wizards,2000-01 / 2001-02 / 2002-03,2002-03,93,153,0.396,-2.7,Michael Jordan,Jerry Stackhouse,"Michael Jordan, Jerry Stackhouse, Christian Laettner, Larry Hughes, Kwame Brown",0.11,2.8,0.0,0.305,0.549,0.427,0.0,2.0,100.0,47.7,51.2,Similar superstar presence + star players gained,Similar superstar presence trend + 2nd player quality trend
San Antonio Spurs,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.327,-5.8,0.0,2,Victor Wembanyama,De'Aaron Fox,34,48,0.073,3.6,0.0,2,top_2,Denver Nuggets,1997-98 / 1998-99 / 1999-00,1999-00,60,154,0.302,-6.8,Antonio McDyess,Nick Van Exel,"Antonio McDyess, Nick Van Exel, Raef LaFrentz, Chris Gatling, Keon Clark",0.146,5.4,0.0,0.488,0.329,0.409,0.0,0.0,94.7,52.5,43.3,Similar superstar presence + top player quality,Similar superstar presence trend + 2nd player quality trend
San Antonio Spurs,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.327,-5.8,0.0,2,Victor Wembanyama,De'Aaron Fox,34,48,0.073,3.6,0.0,3,top_3,Denver Nuggets,2001-02 / 2002-03 / 2003-04,2003-04,87,159,0.365,-4.3,Carmelo Anthony,Andre Miller,"Carmelo Anthony, Andre Miller, Marcus Camby, Nene, Earl Boykins",0.098,3.6,0.0,0.598,0.537,0.567,1.0,1.0,94.2,42.4,53.9,Similar superstar presence + star players lost,Similar superstar presence trend + net rating trend
San Antonio Spurs,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.327,-5.8,0.0,2,Victor Wembanyama,De'Aaron Fox,34,48,0.073,3.6,0.0,4,optimistic,Memphis Grizzlies,2007-08 / 2008-09 / 2009-10,2009-10,86,160,0.365,-4.3,Zach Randolph,Rudy Gay,"Zach Randolph, Rudy Gay, Marc Gasol, O.J. Mayo, Mike Conley",0.11,2.4,0.0,0.561,0.621,0.591,2.0,2.0,86.6,39.6,49.5,Similar superstar presence + star players lost,Similar superstar presence trend + offensive rank trend
San Antonio Spurs,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.327,-5.8,0.0,2,Victor Wembanyama,De'Aaron Fox,34,48,0.073,3.6,0.0,5,pessimistic,Atlanta Hawks,2000-01 / 2001-02 / 2002-03,2002-03,93,153,0.388,-4.4,Shareef Abdur-Rahim,Glenn Robinson,"Shareef Abdur-Rahim, Jason Terry, Glenn Robinson, Theo Ratliff, Dion Glover",0.061,0.9,0.0,0.341,0.159,0.25,0.0,0.0,87.1,47.4,41.0,Similar superstar presence + star players lost,Similar superstar presence trend + win percentage trend
Toronto Raptors,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.378,-3.5,0.0,0,Scottie Barnes,RJ Barrett,30,52,-0.067,-2.8,0.0,1,top_1,Denver Nuggets,1999-00 / 2000-01 / 2001-02,2001-02,102,144,0.409,-4.1,Juwan Howard,Tim Hardaway,"Juwan Howard, James Posey, Voshon Lenard, Tim Hardaway, George McCloud",-0.049,-2.0,0.0,0.207,0.524,0.366,0.0,1.0,100.0,48.6,57.9,Similar superstar presence + star players gained,Similar superstar presence trend + defensive rank trend
Toronto Raptors,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.378,-3.5,0.0,0,Scottie Barnes,RJ Barrett,30,52,-0.067,-2.8,0.0,2,top_2,Charlotte Hornets,2017-18 / 2018-19 / 2019-20,2019-20,98,131,0.418,-3.3,Terry Rozier,Devonte' Graham,"Devonte' Graham, Terry Rozier, Cody Zeller, Miles Bridges, P.J. Washington",-0.043,-3.5,0.0,0.458,0.524,0.491,1.0,0.0,93.0,45.6,54.5,Similar superstar presence + net rating,Similar superstar presence trend + roster depth trend
Toronto Raptors,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.378,-3.5,0.0,0,Scottie Barnes,RJ Barrett,30,52,-0.067,-2.8,0.0,3,top_3,Utah Jazz,2002-03 / 2003-04 / 2004-05,2004-05,115,131,0.449,-1.6,Andrei Kirilenko,Mehmet Okur,"Mehmet Okur, Andrei Kirilenko, Carlos Boozer, Matt Harpring, Gordan Giricek",-0.128,-3.5,0.0,0.5,0.622,0.561,0.0,3.0,88.5,52.3,43.7,Similar superstar presence + star players gained,Similar superstar presence trend + offensive rank trend
Toronto Raptors,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.378,-3.5,0.0,0,Scottie Barnes,RJ Barrett,30,52,-0.067,-2.8,0.0,4,optimistic,Utah Jazz,2002-03 / 2003-04 / 2004-05,2004-05,115,131,0.449,-1.6,Andrei Kirilenko,Mehmet Okur,"Mehmet Okur, Andrei Kirilenko, Carlos Boozer, Matt Harpring, Gordan Giricek",-0.128,-3.5,0.0,0.5,0.622,0.561,0.0,3.0,88.5,52.3,43.7,Similar superstar presence + star players gained,Similar superstar presence trend + offensive rank trend
Toronto Raptors,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.378,-3.5,0.0,0,Scottie Barnes,RJ Barrett,30,52,-0.067,-2.8,0.0,5,pessimistic,Brooklyn Nets,2012-13 / 2013-14 / 2014-15,2014-15,131,115,0.522,-1.2,Brook Lopez,Deron Williams,"Brook Lopez, Joe Johnson, Thaddeus Young, Deron Williams, Jarrett Jack",-0.067,-2.5,0.0,0.256,0.244,0.25,0.0,0.0,83.4,40.3,52.6,Similar superstar presence + star players lost,Similar superstar presence trend + win percentage trend
Utah Jazz,2022-23 / 2023-24 / 2024-25,2022-23 / 2023-24 / 2024-25,0.328,-5.6,0.0,0,Lauri Markkanen,Walker Kessler,17,65,-0.122,-4.2,0.0,1,top_1,Sacramento Kings,2006-07 / 2007-08 / 2008-09,2008-09,88,158,0.346,-4.8,Kevin Martin,Jason Thompson,"Spencer Hawes, Jason Thompson, Kevin Martin, Beno Udrih, Andres Nocioni",-0.098,-3.7,0.0,0.305,0.293,0.299,0.0,0.0,100.0,58.4,65.6,Similar superstar presence + star players lost,Similar superstar presence trend + top player quality trend
